http://www.romedi.fr/romedi#BN6s192o5o75lmbn29pfqdv388cjsp2icl	BN	ABSTRAL	abstral
http://www.romedi.fr/romedi#BNdspbu4sj6lrqs98ffv14qjkhutsse7mi	BN	ACADIONE	acadione
http://www.romedi.fr/romedi#BNlr09q9b1ep4f8bc7qbtcf65m4jg3e3g9	BN	ABRAXANE	abraxane
http://www.romedi.fr/romedi#BN5bd4lquphbsbgovofoncmlgbakgjsu3u	BN	ABELCET	abelcet
http://www.romedi.fr/romedi#BN5lqa0315c3pk61fl8r8qiieauq7k343l	BN	A 313	a 313
http://www.romedi.fr/romedi#BN83pv1ihdifh7i3dt1rqdit8v3310iokm	BN	ABASAGLAR	abasaglar
http://www.romedi.fr/romedi#BNpuo4ephgh23bkboq091c9abuq8garr7l	BN	ABILIFY	abilify
http://www.romedi.fr/romedi#BNu999ftoco6v47l1vjvipgfk4km055av2	BN	ABACAVIR/LAMIVUDINE	abacavir lamivudine
http://www.romedi.fr/romedi#BNds4e1rpq0ncmlsp3cf0f77mgq9opv9nv	BN	ACAMPROSATE	acamprosate
http://www.romedi.fr/romedi#BNh94o2a43ihco619qgv8mp0kuv32vt9g3	BN	ACARBOSE	acarbose
http://www.romedi.fr/romedi#substance100080	IN	ACARBOSE	acarbose
http://www.romedi.fr/romedi#substance101523	IN	ACAMPROSATE	acamprosate
http://www.romedi.fr/romedi#substance20540	PIN	ACARBOSE	acarbose
http://www.romedi.fr/romedi#BN2bjg70120pl5ro64c80rutqtdpvl491f	BN	ACICLOVIR	aciclovir
http://www.romedi.fr/romedi#BNg27209scg2pe50fe57qlhagrf0h6s4r4	BN	ACETATE DE TERLIPRESSINE	acetate de terlipressine
http://www.romedi.fr/romedi#BNre7vnpha93bfo20edf4rqquveo0t9g5a	BN	ACETYLLEUCINE	acetylleucine
http://www.romedi.fr/romedi#BNtv3paeutt0tqu0tln4d3bb14mf5hcov0	BN	ACETYLCYSTEINE	acetylcysteine
http://www.romedi.fr/romedi#substance100600	IN	ACICLOVIR	aciclovir
http://www.romedi.fr/romedi#substance25715	PIN	ACICLOVIR	aciclovir
http://www.romedi.fr/romedi#BNdmo7fp0edjo07caonp95ejg1p5murp5b	BN	ACECLOFENAC	aceclofenac
http://www.romedi.fr/romedi#BNeasl3hnbeuu6974akv8k0hn369nl1iul	BN	ACCUSOL 35	accusol 35
http://www.romedi.fr/romedi#BNiojcl265d2n0t1d3bo5mpk2pt1u59lvm	BN	ACETATE DE CYPROTERONE	acetate de cyproterone
http://www.romedi.fr/romedi#BNkoe6kg680vtu048v6hqtj0ngcvp4svi2	BN	ACEBUTOLOL	acebutolol
http://www.romedi.fr/romedi#BNlclq0scne98coolv7cqdti7hm5f960o1	BN	ACCOFIL	accofil
http://www.romedi.fr/romedi#BNg4us9iqmlb8qj8q05q2u4v78k55rrv8v	BN	ACIDE ALENDRONIQUE	acide alendronique
http://www.romedi.fr/romedi#substance200007	IN	ACIDE ALENDRONIQUE	acide alendronique
http://www.romedi.fr/romedi#BN3si4a4his70gv8gp06q7sutogf2b0ks3	BN	ACIDRINE	acidrine
http://www.romedi.fr/romedi#BN50p8o9qck3g1195ggim7g691qpg0clne	BN	ACIDUM PHOSPHORICUM COMPLEXE N°5	acidum phosphoricum complexe n 5
http://www.romedi.fr/romedi#BNcepcbkeamp6iadpva58gqu397pm39f4j	BN	ACIDE ZOLEDRONIQUE	acide zoledronique
http://www.romedi.fr/romedi#BNfaklplc65go2sgieneu81fprkm1uo43g	BN	ACLASTA	aclasta
http://www.romedi.fr/romedi#BNknogqvu0mhvfkb4kmvqocpoht66ir28p	BN	ACIDE TIAPROFENIQUE	acide tiaprofenique
http://www.romedi.fr/romedi#BNur608tim5qh7vgepj9gad5i1nacfhm24	BN	ACIDE URSODESOXYCHOLIQUE	acide ursodesoxycholique
http://www.romedi.fr/romedi#BNebtk7t8rc013t0d4g2m6cj1v6pjigfki	BN	ACIDE ALENDRONIQUE/VITAMINE D3	acide alendronique vitamine d3
http://www.romedi.fr/romedi#BNgqhf5uh9fg0vgqen91c2sbikpchc2681	BN	ACIDE CHENODEOXYCHOLIQUE	acide chenodeoxycholique
http://www.romedi.fr/romedi#BNh9hp72jomrn19ndk3l33u1rq9677mu30	BN	ACIDE ALENDRONIQUE/VITD3	acide alendronique vitd3
http://www.romedi.fr/romedi#BNhifbm2tdk6tmp3ihcmlben5qr3au3h7o	BN	ACIDE FOLIQUE	acide folique
http://www.romedi.fr/romedi#substance100137	IN	ACIDE FOLIQUE	acide folique
http://www.romedi.fr/romedi#substance1040	PIN	ACIDE FOLIQUE	acide folique
http://www.romedi.fr/romedi#BNb2e5mrgd9kbms33kcnif5h8u954h6l2l	BN	ACT-HIB	act hib
http://www.romedi.fr/romedi#BNh5me7rfr4reekr74o2f4h7jgabk6qmrp	BN	ACTAPULGITE	actapulgite
http://www.romedi.fr/romedi#BNicod6944skbdb2b7psjbh8m8rojn8b8m	BN	ACLOTINE	aclotine
http://www.romedi.fr/romedi#BNqcdtpqubst8b7i7qm1idnt28ec8dhklq	BN	ACORSPRAY	acorspray
http://www.romedi.fr/romedi#BNsq1fcobblrm82seqaqpfqqlijnkp3b6k	BN	ACNETRAIT	acnetrait
http://www.romedi.fr/romedi#BN2gdfkpeoe9qko4e2eh13a3teb08go1uq	BN	ACTHEANE	actheane
http://www.romedi.fr/romedi#BN669sn0560766kf89eaiar4k2s6am77qo	BN	ACTIFED ALLERGIE CETIRIZINE	actifed allergie cetirizine
http://www.romedi.fr/romedi#BNblmn64vdr3ehmvu2dbjb7pqvcq7mbm20	BN	ACTICARBINE	acticarbine
http://www.romedi.fr/romedi#BNgac8d7irn31kln883enc01i638fr2svr	BN	ACTIFED LP RHINITE ALLERGIQUE	actifed lp rhinite allergique
http://www.romedi.fr/romedi#BNl859ba7kifebca1m0u2u37cnlg56bhm6	BN	ACTIFED RHUME	actifed rhume
http://www.romedi.fr/romedi#BNtbi1cr5h6lkvlv18kgpql932h3iac4mo	BN	ACTI 5	acti 5
http://www.romedi.fr/romedi#BNuh2vhk49lgf3iojdi05svm2bo3adscfq	BN	ACTIFED ETATS GRIPPAUX	actifed etats grippaux
http://www.romedi.fr/romedi#BN0cfpuqph4f5r3q6n475mimsr1odjqf3k	BN	ALBUNORM	albunorm
http://www.romedi.fr/romedi#BNe9mdeev0hd4mo3h0tvhe68u4l1tkp70f	BN	ALCAPHOR	alcaphor
http://www.romedi.fr/romedi#BNpgdnbp0v1v5r0rbdbf6sq7m04lef53og	BN	ALCOOL A USAGE MEDICAL	alcool a usage medical
http://www.romedi.fr/romedi#BNs9qjgrclsuchln5n268iq66s3jaahuh7	BN	Albumine humaine iodée [125 I]	albumine humaine iodee  125 i 
http://www.romedi.fr/romedi#BNvcim1hbm3hk5unfaj3e1b4gpq35f8iuk	BN	ALBUMINE HUMAINE	albumine humaine
http://www.romedi.fr/romedi#substance100733	IN	ALBUMINE HUMAINE	albumine humaine
http://www.romedi.fr/romedi#substance51742	PIN	ALBUMINE HUMAINE	albumine humaine
http://www.romedi.fr/romedi#BN2o8g7fa3c0iklfg7fbnu0fqbj7fgg070	BN	AGRIPPAL	agrippal
http://www.romedi.fr/romedi#BN3830be00chet5b7lssm9f8ncn2pb2kuq	BN	ALAIRGIX RHINITE ALLERGIQUE	alairgix rhinite allergique
http://www.romedi.fr/romedi#BN4l4ca8knou3jk5j9dtqndko9cuqdmvs3	BN	AIROMIR	airomir
http://www.romedi.fr/romedi#BN5h6bo3q7kogsoit715rhq4shkisbv1k5	BN	ALAIRGIX ALLERGIE CETIRIZINE	alairgix allergie cetirizine
http://www.romedi.fr/romedi#BNaberrcbi7u1i6ed867nc3ru0bid6v65e	BN	AKYNZEO	akynzeo
http://www.romedi.fr/romedi#BNcemgee2ntcv906k38a4inb0pk154l0i7	BN	AGYRAX	agyrax
http://www.romedi.fr/romedi#BNe821annqebu7hcjm7n25aqfbevi1cg2n	BN	AKINETON	akineton
http://www.romedi.fr/romedi#BN0lst0n1t43cb2sd6e9r96vrtl8psdv9h	BN	ALDIREK	aldirek
http://www.romedi.fr/romedi#BN3hjnd4783shbbjbaqvclsd83ce92ni2a	BN	ALECENSA	alecensa
http://www.romedi.fr/romedi#BNcg4gh6u1aulhkg1rgtc71f4k30jqnelf	BN	ALDURAZYME	aldurazyme
http://www.romedi.fr/romedi#BNdbgub79afe4k0on7tr8voc116lag3sl3	BN	ALENDRONATE	alendronate
http://www.romedi.fr/romedi#BNglsj1k769fmr3hm7nrk4j8qb972eqp9a	BN	ALDYZINE	aldyzine
http://www.romedi.fr/romedi#BNttgc3abm567qvmlumri974ul70amsicd	BN	ALDOMET	aldomet
http://www.romedi.fr/romedi#BNu3muh7rn3s93504meppe47ve92aobqac	BN	ALEPSAL	alepsal
http://www.romedi.fr/romedi#BN02o4e9ifskes31t3uohv7nch74il19bp	BN	ALDACTAZINE	aldactazine
http://www.romedi.fr/romedi#BN1hmdjpeogkm0uabp3738qa2q2vtgkkvs	BN	ALDACTONE	aldactone
http://www.romedi.fr/romedi#BNmarpmg09to56ad0umi749a5rhmh87kit	BN	ALDARA	aldara
http://www.romedi.fr/romedi#BNnhcubes31depdkgeuh15vasf7eehq3ni	BN	ALDALIX	aldalix
http://www.romedi.fr/romedi#BNoj4ka92vs74b8e1hm89uqveaeep5g1rf	BN	ALCOOL MODIFIE	alcool modifie
http://www.romedi.fr/romedi#BN73t4khoqdvhpjgm1nfc3rt2uo8jpkksv	BN	ACIDE IBANDRONIQUE	acide ibandronique
http://www.romedi.fr/romedi#BNqltvlklmilr94l8hhdr7u8cbi0q5aair	BN	ACIDE FUSIDIQUE	acide fusidique
http://www.romedi.fr/romedi#substance100112	IN	ACIDE FUSIDIQUE	acide fusidique
http://www.romedi.fr/romedi#substance200018	IN	ACIDE IBANDRONIQUE	acide ibandronique
http://www.romedi.fr/romedi#substance2160	PIN	ACIDE FUSIDIQUE	acide fusidique
http://www.romedi.fr/romedi#BN6fdg2t7b4lj5aloo5r7dd08duop6nkkn	BN	AETOXISCLEROL TAMPONNE	aetoxisclerol tamponne
http://www.romedi.fr/romedi#BN7iihf06vca91va91s50onfoabqailfi7	BN	AERRANE	aerrane
http://www.romedi.fr/romedi#BNe5o7gcdh68q51rd2k1j5ildi75vi229t	BN	AESCULUS COMPLEXE N°103	aesculus complexe n 103
http://www.romedi.fr/romedi#BNjiopsgeho7rol0l0nbh54ilq3dfc0ttc	BN	AETOXISCLEROL	aetoxisclerol
http://www.romedi.fr/romedi#BNs5881j2tka8b1s175ih16n5otdhhi06m	BN	AERIUS	aerius
http://www.romedi.fr/romedi#BNskqujrh1lloavvqian8nar8esqiphc2r	BN	ADVILTAB	adviltab
http://www.romedi.fr/romedi#BN6ccbtnebccdki5nl77b673dcme7c0hu5	BN	AGRASTAT	agrastat
http://www.romedi.fr/romedi#BNb5opll3kbpku1f6ik2p9q7pvoqjsrji2	BN	AFINITOR	afinitor
http://www.romedi.fr/romedi#BNk7k6m48o4l3c41kbu3eapfiimg8g2n6h	BN	AFTOSIUM	aftosium
